Date,Open,High,Low,Close,Volume,Adj Close,Daily Return
24/02/17,94.919998,96.550003,94.889999,96.510002,1298800,96.510002,
23/02/17,96.730003,96.730003,95.089996,96.190002,1637600,96.190002,0.332674907
22/02/17,95.669998,96.279999,95.43,95.949997,1684600,95.949997,0.250135495
21/02/17,95.080002,96.449997,95.059998,96.120003,1733900,96.120003,-0.176868492
17/02/17,93.169998,94.510002,93.169998,94.489998,1227800,94.489998,1.725055598
16/02/17,94.389999,94.629997,93.089996,94.120003,1792700,94.120003,0.393109847
15/02/17,92.589996,94.610001,92.550003,94.300003,1693100,94.300003,-0.190880164
14/02/17,91.580002,92.940002,91.110001,92.910004,1591800,92.910004,1.496070326
13/02/17,91.019997,92.18,91,91.730003,1341100,91.730003,1.286385001
10/02/17,89.809998,90.660004,89.660004,90.349998,1318300,90.349998,1.527399038
09/02/17,88.129997,89.709999,88.07,89.300003,1757400,89.300003,1.175806231
08/02/17,87.050003,87.919998,86.690002,87.800003,1290000,87.800003,1.708428188
07/02/17,87.970001,88.230003,87.160004,87.449997,1820900,87.449997,0.400235577
06/02/17,87.370003,87.860001,86.980003,87.510002,1322200,87.510002,-0.068569305
03/02/17,87.300003,88.120003,86.919998,87.879997,2609400,87.879997,-0.421023
02/02/17,85.529999,86.5,85.080002,86.150002,1448300,86.150002,2.008119512
01/02/17,86.699997,87.07,85.220001,86.029999,1886300,86.029999,0.139489715
31/01/17,85.239998,85.980003,84.519997,85.980003,1805600,85.980003,0.058148405
30/01/17,86.610001,86.660004,84.610001,86.029999,2308200,86.029999,-0.058114612
27/01/17,88.089996,88.260002,87.32,87.610001,1390100,87.610001,-1.803449357
26/01/17,88.059998,88.43,87.620003,87.919998,1731800,87.919998,-0.352589862
25/01/17,87.279999,88.260002,87.029999,88.120003,2407500,88.120003,-0.226968898
24/01/17,84.690002,86.580002,84.550003,86.029999,1706500,86.029999,2.429389776
23/01/17,84.629997,85.139999,83.440002,84.419998,2004700,84.419998,1.907132241
20/01/17,85.07,85.730003,84.339996,85.080002,2348000,85.080002,-0.775745163
19/01/17,85.199997,85.419998,83.620003,84.209999,1989200,84.209999,1.033135032
18/01/17,84.900002,85.160004,84.199997,85.099998,1332300,85.099998,-1.045827287
17/01/17,84.610001,85.18,84.089996,84.660004,1852200,84.660004,0.519718851
13/01/17,85.150002,85.879997,85.080002,85.449997,1320200,85.449997,-0.924509102
12/01/17,84.879997,85.160004,83.139999,84.919998,2943900,84.919998,0.624115653
11/01/17,84.690002,85.510002,83.870003,85.480003,3228000,85.480003,-0.655129832
10/01/17,84.919998,85.970001,84.360001,84.790001,1562800,84.790001,0.813777559
09/01/17,85.370003,85.57,84.830002,84.93,1891900,84.93,-0.164840457
06/01/17,84.989998,86.339996,84.269997,85.739998,1944600,85.739998,-0.944714274
05/01/17,84.690002,85.040001,83.809998,84.779999,2134300,84.779999,1.132341367
04/01/17,83.949997,85.220001,83.949997,85.040001,2083000,85.040001,-0.305740824
03/01/17,83.379997,84.209999,82.099998,83.550003,2368400,83.550003,1.783360798
30/12/16,83.050003,83.150002,80.860001,81.779999,2960000,81.779999,2.164348278
29/12/16,82.800003,83.220001,82.080002,82.629997,1523000,82.629997,-1.028679694
28/12/16,85.080002,85.139999,82.559998,82.769997,1837000,82.769997,-0.169143416
27/12/16,84.540001,85.300003,84.529999,84.790001,919200,84.790001,-2.382361099
23/12/16,83.839996,84.190002,83.660004,84.150002,1025300,84.150002,0.760545436
22/12/16,84.089996,84.239998,83.349998,83.900002,1643500,83.900002,0.297973771
21/12/16,84.860001,85.059998,84.300003,84.300003,1176700,84.300003,-0.474497018
20/12/16,84.720001,85.209999,84.449997,84.93,1907600,84.93,-0.741783822
19/12/16,83.800003,84.589996,83.559998,84.040001,1643000,84.040001,1.059018312
16/12/16,84.620003,84.639999,83.110001,83.580002,2055800,83.580002,0.550369693
15/12/16,83.32,85.099998,83.129997,83.940002,2447500,83.940002,-0.42887776
14/12/16,84.690002,85.650002,82.410004,83.089996,3485500,83.089996,1.022994393
13/12/16,84.269997,85.730003,84.25,85.029999,2469300,85.029999,-2.281551244
12/12/16,83.620003,84.220001,82.900002,83.440002,1858300,83.440002,1.905557241
09/12/16,82.540001,83.709999,82.480003,83.669998,2160200,83.669998,-0.274884673
08/12/16,81.589996,82.830002,81.269997,82.199997,2024400,82.199997,1.78832245
07/12/16,78.379997,81.709999,78.209999,81.580002,3035800,81.580002,0.759984046
06/12/16,78.059998,78.599998,77.470001,78.580002,1802100,78.580002,3.817765238
05/12/16,77.449997,78.239998,77.230003,77.720001,2034500,77.720001,1.106537557
02/12/16,76.440002,77.040001,76.019997,76.43,1510200,76.43,1.687820228
01/12/16,77.540001,77.559998,75.900002,76.290001,2122500,76.290001,0.183508976
30/11/16,78.550003,78.75,77.129997,77.18,2199000,77.18,-1.153147188
29/11/16,77.379997,78.330002,76.989998,77.800003,1428700,77.800003,-0.796918992
28/11/16,78.050003,78.389999,77.199997,77.360001,1675700,77.360001,0.568771968
25/11/16,78,78.470001,77.900002,78.470001,701600,78.470001,-1.414553314
23/11/16,76.82,77.639999,76.580002,77.580002,1638300,77.580002,1.147201569
22/11/16,77.419998,77.68,76.57,77.440002,1917100,77.440002,0.180785119
21/11/16,76,77.040001,75.849998,76.989998,2300700,76.989998,0.584496703
18/11/16,75.889999,76.099998,75.089996,75.300003,1894600,75.300003,2.24434918
17/11/16,74.839996,75.889999,74.730003,75.800003,1869900,75.800003,-0.659630581
16/11/16,74.349998,74.949997,74.220001,74.709999,1726900,74.709999,1.458980076
15/11/16,73.870003,75.089996,73.599998,75.089996,2302000,75.089996,-0.506055427
14/11/16,73.849998,74.089996,72.529999,73.379997,2301900,73.379997,2.330333974
11/11/16,72.940002,73.510002,72.110001,73.239998,3038600,73.239998,0.191151016
10/11/16,74.18,75.150002,72.019997,73.730003,4904700,73.730003,-0.664593761
09/11/16,69.129997,73.900002,69.099998,73.279999,5968800,73.279999,0.614088436
08/11/16,69.540001,71.599998,69.25,70.870003,2702300,70.870003,3.400586846
07/11/16,68.43,70.040001,68.269997,69.919998,2870400,69.919998,1.358702842
04/11/16,66,66.940002,65.510002,65.599998,2700600,65.599998,6.585366054
03/11/16,67.059998,67.279999,65.599998,65.910004,2373200,65.910004,-0.470347415
02/11/16,67.699997,68.129997,66.330002,66.800003,2444700,66.800003,-1.332333772
01/11/16,69.93,69.989998,66.690002,68.099998,3205300,68.099998,-1.908950129
31/10/16,69.940002,70.199997,69.389999,69.5,1599700,69.5,-2.014391367
28/10/16,70.139999,70.949997,68.790001,69.550003,3703300,69.550003,-0.071895036
27/10/16,71.620003,71.629997,70.129997,70.230003,2313600,70.230003,-0.968247146
26/10/16,70.279999,71.440002,69.980003,70.830002,2135100,70.830002,-0.847097251
25/10/16,71.75,72.019997,71.029999,71.279999,2385100,71.279999,-0.631308931
24/10/16,72,72.360001,71.550003,71.889999,1717300,71.889999,-0.848518582
21/10/16,70.029999,71.139999,69.849998,70.989998,1699300,70.989998,1.267785639
20/10/16,70.940002,71.589996,70.18,70.949997,2285100,70.949997,0.056379143
19/10/16,71.059998,71.699997,70.68,71.339996,1547000,71.339996,-0.546676509
18/10/16,71.32,71.349998,70.360001,70.75,1734200,70.75,0.833916608
17/10/16,70.209999,70.5,69.290001,69.559998,2247700,69.559998,1.710756231
14/10/16,71.330002,71.790001,70.160004,70.239998,3427700,70.239998,-0.968109367
13/10/16,69.32,70.720001,68.339996,70.169998,3034900,70.169998,0.099757734
12/10/16,70.730003,71.449997,70.139999,70.889999,2469600,70.889999,-1.015659487
11/10/16,72.809998,72.910004,69.709999,70.629997,4520700,70.629997,0.368118379
10/10/16,73.32,73.879997,73.160004,73.300003,1604200,73.300003,-3.642572839
07/10/16,73.290001,73.5,71.349998,72.209999,2930500,72.209999,1.509491781
06/10/16,72.559998,73.220001,71.919998,73,1424000,73,-1.082193151
05/10/16,72.580002,73.32,72.540001,72.879997,2264300,72.879997,0.164658349
04/10/16,73.190002,73.400002,71.209999,71.93,3087900,71.93,1.320724315
03/10/16,73.019997,73.269997,72.269997,72.940002,2317900,72.940002,-1.384702457
30/09/16,72.93,74.360001,72.610001,73.639999,2102500,73.639999,-0.950566281
29/09/16,73.699997,74.169998,71.300003,71.949997,3124500,71.949997,2.348856248
28/09/16,73.120003,74.120003,72,73.949997,1819000,73.949997,-2.704530198
27/09/16,71.360001,72.980003,70.900002,72.900002,1774700,72.900002,1.44032232
26/09/16,72.339996,72.550003,71.32,71.550003,2916100,71.550003,1.886790976
23/09/16,74.080002,74.25,73.230003,73.360001,1479100,73.360001,-2.467281864
22/09/16,74.370003,74.910004,74.089996,74.519997,3102100,74.519997,-1.556623788
21/09/16,71.599998,73.389999,70.830002,73.199997,3517800,73.199997,1.803278762
20/09/16,71.82,71.989998,70.800003,70.860001,1708200,70.847,3.302280507
19/09/16,71.529999,72.290001,70.449997,70.769997,2034900,70.757013,0.127178188
16/09/16,70.889999,71.099998,69.970001,70.790001,2673600,70.777014,-0.028258228
15/09/16,69.339996,72.050003,69.139999,71.599998,2984600,71.586863,-1.131280758
14/09/16,69.650002,71.050003,68.910004,69.489998,3429800,69.477249,3.036408204
13/09/16,71.260002,71.550003,68.900002,69.589996,4921900,69.577229,-0.143695942
12/09/16,68.889999,73.25,68.800003,72.739998,4400100,72.726653,-4.330495032
09/09/16,73.699997,73.699997,69.769997,69.830002,5210100,69.817191,4.167257506
08/09/16,75.330002,75.650002,74.839996,75.190002,2002300,75.176208,-7.128607338
07/09/16,75.559998,75.949997,75,75.760002,2455700,75.746103,-0.752375904
06/09/16,75.400002,75.809998,74.559998,75.779999,2661800,75.766096,-0.026388229
02/09/16,75.059998,75.599998,74.400002,75.059998,2509900,75.046227,0.959233972
01/09/16,74.110001,74.43,72.690002,74.110001,2218900,74.096404,1.281874224
31/08/16,74.330002,74.449997,73.160004,74.050003,2687800,74.036418,0.081023629
30/08/16,74.989998,75.339996,74.07,74.68,2241700,74.666299,-0.84359534
29/08/16,74.160004,75.410004,74.139999,75.080002,1307200,75.066227,-0.5327677
26/08/16,74.660004,75.879997,72.959999,74.019997,3683700,74.006417,1.432052206
25/08/16,74.129997,74.940002,73.940002,74.370003,2627200,74.356359,-0.470627922
24/08/16,75.580002,75.709999,74.099998,74.68,2695100,74.666299,-0.415100428
23/08/16,76.059998,76.43,75.699997,75.75,1840400,75.736103,-1.412541254
22/08/16,75.059998,75.589996,74.599998,75.32,1655800,75.306181,0.570897504
19/08/16,75.089996,75.559998,74.510002,75.339996,1459800,75.326174,-0.026541015
18/08/16,75.160004,75.730003,75.010002,75.690002,1399500,75.676116,-0.462420387
17/08/16,74.790001,75.330002,73.790001,75.160004,2660500,75.146215,0.705159622
16/08/16,75.400002,75.489998,74.760002,74.760002,1641600,74.746286,0.53504814
15/08/16,75.730003,76.360001,75.720001,76.010002,1566200,75.996057,-1.644520415
12/08/16,75.089996,75.559998,74.82,75.309998,1447100,75.296181,0.929496771
11/08/16,75.120003,75.800003,74.779999,75.529999,1712700,75.516142,-0.291276318
10/08/16,75.160004,75.239998,74.040001,74.459999,1466800,74.446338,1.437013181
09/08/16,75.010002,75.620003,74.629997,75,1541000,74.98624,-0.720001333
08/08/16,75.300003,75.400002,74.589996,74.919998,1147400,74.906253,0.106783238
05/08/16,74.059998,75.080002,73.910004,75.07,1731800,75.056227,-0.199816172
04/08/16,73.150002,73.610001,72.660004,73.279999,1316900,73.266555,2.442686987
03/08/16,72.260002,73.080002,71.959999,73.019997,2366800,73.0066,0.356069585
02/08/16,73.489998,73.699997,71.389999,72.370003,3468800,72.356726,0.898153894
01/08/16,74.080002,74.540001,73.269997,73.790001,2075000,73.776463,-1.924377261
29/07/16,73.389999,74.43,73.019997,73.970001,1851400,73.95643,-0.243341892
28/07/16,73.18,74,72.639999,73.699997,1757000,73.686476,0.36635551
27/07/16,74.120003,74.169998,72.510002,73.459999,2187300,73.446522,0.326705695
26/07/16,73.449997,74.07,72.660004,73.639999,1766000,73.626489,-0.244432377
25/07/16,73.919998,73.959999,72.849998,73.610001,2013000,73.596496,0.040752615
22/07/16,73.339996,74.209999,73.010002,74.169998,1629900,74.156391,-0.755018222
21/07/16,73.860001,74.150002,72.650002,73.18,1919700,73.166574,1.352825909
20/07/16,73.68,74.300003,73.160004,74.040001,1402200,74.026417,-1.161535641
19/07/16,72.82,73.160004,72.559998,73.099998,1933100,73.086587,1.285913852
18/07/16,72.93,73.540001,72.610001,73.360001,1270100,73.346542,-0.35442066
15/07/16,73.699997,73.739998,72.239998,72.769997,2060400,72.756646,0.810779201
14/07/16,73.349998,73.610001,72.589996,72.989998,2739800,72.976607,-0.301412531
13/07/16,72.389999,72.410004,71.290001,71.879997,2139700,71.86681,1.544241856
12/07/16,71.489998,72.239998,71.209999,71.870003,2276000,71.856817,0.013905662
11/07/16,70.18,71.019997,69.93,70.330002,2632000,70.317099,2.189678595
08/07/16,68.110001,69.900002,67.870003,69.580002,3086400,69.567236,1.077895916
07/07/16,67.010002,67.730003,65.82,66.629997,3045500,66.617773,4.427442793
06/07/16,65.050003,66.93,64.330002,66.769997,3090200,66.757747,-0.209675013
05/07/16,66.129997,66.239998,64.949997,65.669998,2615000,65.65795,1.675040404
01/07/16,66.519997,67.610001,66.510002,67.029999,2670500,67.017701,-2.028943787
30/06/16,64.5,66.699997,63.919998,66.559998,4361300,66.547786,0.706131331
29/06/16,62.380001,64.260002,62.299999,64.07,3750500,64.058245,3.886371157
28/06/16,59.490002,60.93,59.139999,60.880001,4060600,60.868832,5.239814303
27/06/16,59.630001,59.630001,57,57.75,4267100,57.739405,5.419915152
24/06/16,61.41,64.68,60.630001,61.049999,5957400,61.038799,-5.405403856
23/06/16,67.459999,68.5,67.019997,68.489998,2366200,68.477432,-10.86289855
22/06/16,66.239998,67.230003,65.760002,65.879997,1836100,65.867911,3.961750332
21/06/16,66.199997,66.779999,65.709999,66.330002,1408300,66.234847,-0.678433569
20/06/16,66.699997,67.419998,65.68,65.779999,2455500,65.685633,0.836124975
17/06/16,65.190002,65.190002,63.810001,64.540001,2812900,64.447414,1.921285994
16/06/16,63.68,65.449997,62.650002,65.279999,3113800,65.18635,-1.133575385
15/06/16,65.410004,66.07,64.480003,64.690002,3300400,64.5972,0.912037381
14/06/16,64.959999,65.620003,63.919998,65.040001,3546800,64.946697,-0.538128836
13/06/16,66.18,67.190002,65.269997,65.400002,2374400,65.306181,-0.550460228
10/06/16,67.25,67.669998,66.309998,66.889999,2670500,66.794041,-2.227533297
09/06/16,68.32,69.029999,68.029999,68.870003,1445200,68.771204,-2.874987533
08/06/16,68.639999,69.309998,68.519997,69.129997,1145800,69.030826,-0.376094331
07/06/16,68.360001,69.129997,68.339996,68.449997,1259500,68.351801,0.993425902
06/06/16,67.580002,68.57,67.400002,68.199997,1607900,68.10216,0.366568931
03/06/16,67.120003,67.559998,65.790001,67.209999,2651900,67.113582,1.472992136
02/06/16,66.709999,67.800003,66.169998,67.800003,1113000,67.70274,-0.870212351
01/06/16,66.059998,67.360001,65.849998,67.150002,1188700,67.053671,0.96798359
31/05/16,67.470001,67.580002,66.129997,66.779999,1625400,66.684199,0.554062602
27/05/16,66.470001,67.120003,66.43,67.099998,1063300,67.003739,-0.476898673
26/05/16,66.419998,66.650002,65.959999,66.290001,1124100,66.194904,1.221899212
25/05/16,65.660004,66.690002,65.610001,66.220001,2069800,66.125004,0.105708244
24/05/16,63.380001,65.260002,63.34,64.919998,2561000,64.826866,2.002469255
23/05/16,62.759998,63.07,62.279999,62.450001,1497400,62.360412,3.955159264
20/05/16,62.290001,63.299999,62.189999,62.759998,1946900,62.669965,-0.493940424
19/05/16,61.470001,61.900002,60.299999,61.639999,3186300,61.551573,1.817000354
18/05/16,61.810001,63.490002,61.09,62.299999,3025300,62.210626,-1.059390065
17/05/16,63.700001,63.98,61.619999,62.220001,2627400,62.130743,0.128572804
16/05/16,62.330002,64.5,62.279999,63.959999,2321600,63.868244,-2.720447197
13/05/16,63.52,64.089996,61.810001,62.119999,2421600,62.030884,2.962009062
12/05/16,64.559998,64.68,62.73,63.810001,2728400,63.718462,-2.648490791
11/05/16,65.099998,65.5,63.779999,63.82,2528900,63.728446,-0.015667502
10/05/16,64,65.639999,63.959999,65.620003,1758200,65.525867,-2.743070585
09/05/16,62.919998,63.73,62.790001,63.330002,2234700,63.239151,3.615981253
06/05/16,61.630001,63.16,61.450001,63.09,2518600,62.999493,0.38041211
05/05/16,62.98,63.369999,61.98,62.48,2572800,62.390368,0.97631242
04/05/16,62.450001,63.259998,61.939999,62.43,2763900,62.34044,0.0800897
03/05/16,63.889999,64.139999,62.73,63.549999,2774200,63.458833,-1.762390272
02/05/16,64.330002,65.459999,63.84,65.230003,1898400,65.136427,-2.575508083
29/04/16,64.099998,64.5,62.540001,63.810001,3727300,63.718462,2.225359627
28/04/16,65.769997,67,64.339996,64.879997,2533000,64.786923,-1.649192431
27/04/16,65.790001,67.059998,65.389999,66.639999,2026200,66.5444,-2.641059463
26/04/16,66.300003,66.769997,65.68,66.290001,1567400,66.194904,0.52798008
25/04/16,65.620003,65.940002,64.919998,65.93,2063700,65.835419,0.546035189
22/04/16,65.879997,66.559998,65.260002,66.32,1835700,66.224859,-0.588057901
21/04/16,67.360001,67.5,65.970001,66.279999,2063500,66.184916,0.06035154
20/04/16,67.230003,68.139999,66.690002,67.339996,1360700,67.243393,-1.574097213
19/04/16,67.019997,67.449997,66.260002,67.18,1974600,67.083626,0.238160167
18/04/16,64.540001,66.580002,64.440002,66.550003,1821200,66.454533,0.946652099
15/04/16,65.389999,65.519997,64.800003,65.120003,1070800,65.026584,2.195945845
14/04/16,65.480003,65.959999,65.019997,65.419998,1476800,65.326149,-0.45856773
13/04/16,64.410004,65.480003,64.330002,65.370003,2783800,65.276225,0.076480033
12/04/16,61.959999,63.77,61.48,63.509998,3436300,63.418889,2.928680615
11/04/16,62.93,63.610001,61.66,61.73,3719800,61.641444,2.883521788
08/04/16,62.950001,63.41,61.630001,62.209999,2708400,62.120755,-0.771578537
07/04/16,62.779999,63.18,60.91,61.720001,4233600,61.63146,0.793904718
06/04/16,62.099998,64.059998,61.799999,63.950001,3001600,63.85826,-3.487099242
05/04/16,62.5,62.950001,61.709999,62.02,3144900,61.931029,3.111901
04/04/16,64.5,64.639999,63.560001,63.889999,1973400,63.798345,-2.9269041
01/04/16,62.119999,64.720001,61.830002,64.480003,2215800,64.387503,-0.915018568
31/03/16,63.639999,64.07,63.049999,63.299999,1709900,63.209191,1.864145369
30/03/16,63.93,64.480003,63.330002,63.73,2222300,63.638575,-0.67472305
29/03/16,60.73,62.98,60.43,62.98,2687100,62.889651,1.190854239
28/03/16,61.549999,61.740002,60.73,61.240002,1784500,61.152149,2.84127685
24/03/16,60.02,61.119999,59.84,61.09,2676800,61.002363,0.245542642
23/03/16,62,62.18,60.98,61.240002,2288900,61.152149,-0.244941207
22/03/16,61.68,63.02,61.52,62.470001,2649000,62.380384,-1.968943461
21/03/16,61.959999,62.759998,61.75,62.529999,1960500,62.440295,-0.095950745
18/03/16,62,62.619999,61.75,62.299999,2473000,62.210626,0.369181386
17/03/16,60.310001,62.07,59.880001,61.580002,3269500,61.491661,1.169205873
16/03/16,58.82,60.799999,58.810001,60.459999,3472400,60.373265,1.852469432
15/03/16,58.66,59.389999,58.380001,59.389999,4183800,59.304801,1.80165014
14/03/16,59.330002,60.130001,59.009998,59.66,1979600,59.574414,-0.452566209
11/03/16,58.560001,59.93,58.490002,59.880001,3690100,59.794099,-0.367403133
10/03/16,57.470001,58.43,55.27,57.09,5626000,57.008101,4.887022246
09/03/16,57,57.32,56.169998,56.990002,3131800,56.908246,0.175465865
08/03/16,56.959999,57.48,56,56.119999,3629700,56.039491,1.550254839
07/03/16,57.029999,58.48,56.900002,58.049999,4308000,57.966723,-3.324720126
04/03/16,57.599998,58.709999,56.740002,57.93,3784800,57.846896,0.20714483
03/03/16,56.5,57.380001,55.950001,57.32,3381900,57.23777,1.064200977
02/03/16,55.66,56.759998,55.220001,56.740002,3503500,56.658604,1.022202995
01/03/16,53.450001,56,53,55.970001,5087200,55.889709,1.375738764
29/02/16,53.639999,54.459999,52.099998,52.099998,3488600,52.025258,7.428029076
26/02/16,54.77,54.84,53.380001,53.560001,4664600,53.483166,-2.725920412
25/02/16,52.439999,53.900002,51.709999,53.880001,4345900,53.802707,-0.593912387
24/02/16,49.91,52.259998,48.900002,52.049999,5844700,51.97533,3.515854054
23/02/16,52.720001,52.959999,51.209999,51.369999,3909200,51.296305,1.323729829
22/02/16,52.599998,53.470001,52.57,53.310001,4138700,53.233525,-3.639095786
19/02/16,50.48,51.25,49.880001,51.16,3101600,51.086608,4.202503909
18/02/16,52.080002,52.150002,50.889999,51.169998,3324700,51.096592,-0.019538793
17/02/16,50.48,52.18,50.369999,51.810001,4602000,51.735677,-1.23528853
16/02/16,48.700001,49.419998,47.799999,49.360001,3854900,49.289191,4.963533125
12/02/16,45.790001,47.040001,45.09,47.029999,3909300,46.962531,4.954288857
11/02/16,43.889999,45.200001,42.98,44.43,7730400,44.366263,5.851899617
10/02/16,46.990002,48.380001,45.970001,46.099998,4762500,46.033865,-3.622555472
09/02/16,44.639999,47.32,44.560001,46.150002,5705600,46.083796,-0.108351025
08/02/16,46.439999,46.75,44.220001,46.16,6338600,46.09378,-0.021659445
05/02/16,50.549999,50.669998,47.580002,48.139999,5319900,48.070939,-4.113001747
04/02/16,50.389999,51.98,49.799999,51.060001,4974800,50.986753,-5.718766045
03/02/16,50.970001,51.220001,47.549999,50.84,6995300,50.767067,0.432732101
02/02/16,51.34,51.439999,49.470001,50,5012500,49.928272,1.68
01/02/16,51.84,53.59,51.360001,52.830002,3263600,52.754214,-5.356808429
29/01/16,50,52.990002,49.900002,52.990002,5154700,52.913984,-0.301943752
28/01/16,49.869999,50.119999,47.77,49.310001,4425600,49.239263,7.462991128
27/01/16,49.720001,51.240002,47.68,48.549999,5969700,48.480351,1.56540065
26/01/16,48.799999,50.43,48.5,50.189999,3735300,50.117998,-3.267583249
25/01/16,50,50.189999,48.029999,48.27,4085200,48.200754,3.977623783